biz_date,oil_dtd_spot,luowen_steel_future,gold_comex_future,csi300_index
2011-10-28,109.80 ,,1758.10 ,2709.02
2011-10-31,107.86 ,,1725.20 ,2695.31
2011-11-01,106.66 ,,1711.80 ,2697.53
2011-11-02,110.84 ,,1729.60 ,2742.39
2011-11-03,110.94 ,,1765.10 ,2744.30
2011-11-04,112.20 ,,1756.10 ,2763.75
2011-11-07,115.16 ,,1791.10 ,2736.25
2011-11-08,115.80 ,,1799.20 ,2727.71
2011-11-09,115.23 ,,1791.60 ,2751.65
2011-11-10,113.43 ,,1759.60 ,2699.59
2011-11-11,114.35 ,,1788.10 ,2695.00
2011-11-14,112.76 ,,1778.40 ,2750.20
2011-11-15,111.98 ,,1782.20 ,2744.68
2011-11-16,112.34 ,,1774.30 ,2670.12
2011-11-17,109.17 ,,1720.20 ,2662.02
2011-11-18,107.79 ,,1740.30 ,2606.50
2011-11-21,106.02 ,,1678.60 ,2609.69
2011-11-22,107.72 ,,1702.40 ,2609.48
2011-11-23,106.65 ,,1712.20 ,2584.01
2011-11-24,107.36 ,,,2588.92
2011-11-25,106.72 ,,1688.50 ,2569.97
2011-11-28,109.22 ,,1714.50 ,2573.32
2011-11-29,111.22 ,,1718.90 ,2608.57
2011-11-30,111.02 ,,1750.30 ,2521.52
2011-12-01,108.94 ,,1739.80 ,2583.61
2011-12-02,109.36 ,,1751.30 ,2557.31
2011-12-05,111.17 ,,1734.50 ,2521.39
2011-12-06,110.16 ,,1731.80 ,2516.34
2011-12-07,109.94 ,,1744.80 ,2528.23
2011-12-08,108.17 ,,1713.40 ,2525.00
2011-12-09,107.71 ,,1716.80 ,2503.46
2011-12-12,107.72 ,,1668.20 ,2477.69
2011-12-13,108.82 ,,1663.10 ,2421.93
2011-12-14,105.97 ,,1586.90 ,2397.48
2011-12-15,105.06 ,,1577.20 ,2340.79
2011-12-16,104.56 ,,1597.90 ,2390.13
2011-12-19,104.94 ,,1596.70 ,2384.41
2011-12-20,107.86 ,,1617.60 ,2377.07
2011-12-21,108.32 ,,1613.60 ,2339.11
2011-12-22,108.98 ,,1610.60 ,2341.34
2011-12-23,108.38 ,,1606.00 ,2359.16
2011-12-26,,,,2335.70
2011-12-27,106.20 ,,1595.50 ,2305.04
2011-12-28,107.43 ,,1564.10 ,2307.93
2011-12-29,106.69 ,,1540.90 ,2311.36
2011-12-30,106.52 ,,1566.80 ,2345.74
2012-01-03,111.15 ,,1600.50 ,
2012-01-04,113.19 ,,1612.70 ,2298.75
2012-01-05,113.81 ,,1620.10 ,2276.39
2012-01-06,111.59 ,,1616.80 ,2290.60
2012-01-09,110.83 ,,1608.10 ,2368.57
2012-01-10,112.65 ,,1631.50 ,2447.35
2012-01-11,112.07 ,,1639.60 ,2435.61
2012-01-12,112.94 ,,1647.70 ,2435.22
2012-01-13,109.89 ,,1630.80 ,2394.33
2012-01-16,110.29 ,,,2345.65
2012-01-17,109.97 ,,1655.60 ,2460.60
2012-01-18,109.47 ,,1659.90 ,2422.19
2012-01-19,109.38 ,,1654.50 ,2468.35
2012-01-20,108.31 ,,1664.00 ,2504.09
2012-01-23,109.34 ,,1678.30 ,
2012-01-24,108.50 ,,1664.50 ,
2012-01-25,108.51 ,,1703.00 ,
2012-01-26,109.36 ,,1729.90 ,
2012-01-27,110.38 ,,1735.40 ,
2012-01-30,110.14 ,,1744.60 ,2460.72
2012-01-31,110.27 ,,1740.40 ,2464.26
2012-02-01,111.92 ,,1749.50 ,2428.99
2012-02-02,111.52 ,,1759.30 ,2486.24
2012-02-03,112.22 ,,1740.30 ,2506.09
2012-02-06,115.92 ,,1724.90 ,2504.32
2012-02-07,116.68 ,,1748.40 ,2457.95
2012-02-08,116.73 ,,1731.30 ,2528.24
2012-02-09,118.71 ,,1741.20 ,2529.23
2012-02-10,118.11 ,,1725.30 ,2533.62
2012-02-13,119.35 ,,1724.90 ,2531.98
2012-02-14,118.78 ,,1717.70 ,2522.11
2012-02-15,120.94 ,,1728.10 ,2549.61
2012-02-16,121.14 ,,1728.40 ,2536.07
2012-02-17,120.31 ,,1725.90 ,2537.09
2012-02-20,121.55 ,,,2540.71
2012-02-21,121.42 ,,1758.50 ,2562.45
2012-02-22,124.01 ,,1771.30 ,2597.48
2012-02-23,124.29 ,,1786.30 ,2606.26
2012-02-24,124.99 ,,1776.40 ,2648.02
2012-02-27,125.12 ,,1774.90 ,2656.57
2012-02-28,124.36 ,,1788.40 ,2662.46
2012-02-29,122.73 ,,1711.30 ,2634.14
2012-03-01,126.39 ,,1722.20 ,2633.35
2012-03-02,126.43 ,,1709.80 ,2679.93
2012-03-05,126.47 ,,1703.90 ,2662.70
2012-03-06,124.65 ,,1672.10 ,2621.05
2012-03-07,124.86 ,,1683.90 ,2603.01
2012-03-08,128.17 ,,1698.70 ,2635.79
2012-03-09,127.54 ,,1711.50 ,2664.30
2012-03-12,126.83 ,,1699.80 ,2654.40
2012-03-13,127.62 ,,1694.20 ,2681.07
2012-03-14,126.62 ,,1642.90 ,2605.11
2012-03-15,123.83 ,,1659.50 ,2585.55
2012-03-16,125.06 ,,1655.80 ,2623.52
2012-03-19,125.69 ,,1667.30 ,2630.01
2012-03-20,123.90 ,,1647.00 ,2584.45
2012-03-21,123.70 ,,1650.30 ,2587.79
2012-03-22,122.56 ,,1642.50 ,2583.75
2012-03-23,124.99 ,,1687.50 ,2552.94
2012-03-26,125.85 ,,1688.20 ,2555.44
2012-03-27,125.08 ,,1687.70 ,2547.14
2012-03-28,124.46 ,,1660.50 ,2474.90
2012-03-29,123.20 ,,1654.90 ,2443.12
2012-03-30,123.46 ,,1671.90 ,2454.90
2012-04-02,124.64 ,,1679.70 ,
2012-04-03,125.62 ,,1672.00 ,
2012-04-04,122.94 ,,1614.10 ,
2012-04-05,123.01 ,,1630.10 ,2512.83
2012-04-06,,,,2519.83
2012-04-09,123.01 ,,1643.90 ,2495.15
2012-04-10,121.27 ,,1660.70 ,2519.79
2012-04-11,120.07 ,,1660.30 ,2520.04
2012-04-12,120.43 ,,1680.60 ,2570.44
2012-04-13,120.43 ,,1660.20 ,2580.45
2012-04-16,117.80 ,,1649.70 ,2574.04
2012-04-17,117.20 ,,1651.10 ,2541.88
2012-04-18,115.16 ,,1639.60 ,2599.91
2012-04-19,115.16 ,,1641.40 ,2596.06
2012-04-20,117.79 ,,1642.80 ,2626.84
2012-04-23,116.28 ,,1632.60 ,2606.04
2012-04-24,117.45 ,,1643.80 ,2604.87
2012-04-25,117.38 ,,1642.30 ,2625.99
2012-04-26,119.27 ,,1660.50 ,2631.49
2012-04-27,118.79 ,,1664.80 ,2626.16
2012-04-30,118.50 ,,1664.20 ,
2012-05-01,119.19 ,,1662.40 ,
2012-05-02,117.53 ,,1654.00 ,2683.49
2012-05-03,115.93 ,,1634.80 ,2691.52
2012-05-04,111.83 ,,1645.20 ,2715.88
2012-05-07,111.83 ,,1639.10 ,2717.78
2012-05-08,110.84 ,,1604.50 ,2709.12
2012-05-09,112.18 ,,1594.20 ,2657.51
2012-05-10,112.73 ,,1595.50 ,2657.21
2012-05-11,112.63 ,,1584.00 ,2636.92
2012-05-14,110.76 ,,1561.00 ,2615.53
2012-05-15,111.20 ,,1557.10 ,2617.37
2012-05-16,111.07 ,,1536.60 ,2574.65
2012-05-17,109.23 ,,1574.90 ,2613.94
2012-05-18,118.21 ,,1591.90 ,2573.98
2012-05-21,108.91 ,,1588.70 ,2587.23
2012-05-22,109.95 ,,1576.60 ,2627.53
2012-05-23,106.85 ,,1548.40 ,2616.87
2012-05-24,107.41 ,,1559.80 ,2595.26
2012-05-25,107.73 ,,1571.20 ,2573.10
2012-05-28,107.68 ,,,2614.69
2012-05-29,107.35 ,,1551.00 ,2650.85
2012-05-30,103.54 ,,1565.70 ,2642.26
2012-05-31,101.66 ,,1564.20 ,2632.04
2012-06-01,98.46 ,,1622.10 ,2633.00
2012-06-04,,,1613.90 ,2559.03
2012-06-05,,,1616.90 ,2558.84
2012-06-06,101.21 ,,1634.20 ,2557.40
2012-06-07,99.94 ,,1588.00 ,2542.18
2012-06-08,97.36 ,,1591.40 ,2524.33
2012-06-11,97.98 ,,1596.80 ,2558.27
2012-06-12,96.29 ,,1613.80 ,2540.18
2012-06-13,97.32 ,,1619.40 ,2580.64
2012-06-14,96.63 ,,1619.60 ,2560.42
2012-06-15,97.01 ,,1628.10 ,2568.05
2012-06-18,95.27 ,,1627.00 ,2581.21
2012-06-19,95.19 ,,1623.20 ,2558.62
2012-06-20,93.53 ,,1615.80 ,2552.61
2012-06-21,89.17 ,,1565.50 ,2512.19
2012-06-22,89.37 ,,1566.90 ,
2012-06-25,88.62 ,,1588.40 ,2456.52
2012-06-26,90.29 ,,1574.90 ,2454.92
2012-06-27,92.43 ,,1578.40 ,2447.20
2012-06-28,91.46 ,,1550.40 ,2425.73
2012-06-29,94.50 ,,1604.20 ,2461.61
2012-07-02,95.51 ,,1597.70 ,2465.24
2012-07-03,100.42 ,,1621.80 ,2468.72
2012-07-04,99.56 ,,,2464.92
2012-07-05,101.81 ,,1609.40 ,2430.37
2012-07-06,98.51 ,,1578.90 ,2472.61
2012-07-09,99.96 ,,1589.10 ,2416.04
2012-07-10,99.13 ,,1579.80 ,2406.71
2012-07-11,99.17 ,,1575.70 ,2425.57
2012-07-12,99.57 ,,1565.30 ,2449.18
2012-07-13,102.40 ,,1592.00 ,2450.63
2012-07-16,103.51 ,,1591.60 ,2399.73
2012-07-17,104.04 ,,1589.50 ,2414.20
2012-07-18,105.77 ,,1570.80 ,2414.34
2012-07-19,107.81 ,,1580.40 ,2424.32
2012-07-20,106.82 ,,1582.80 ,2398.46
2012-07-23,103.85 ,,1577.40 ,2365.43
2012-07-24,103.51 ,,1576.20 ,2375.99
2012-07-25,102.45 ,,1612.70 ,2360.08
2012-07-26,104.98 ,,1619.80 ,2347.49
2012-07-27,106.11 ,,1622.70 ,2349.11
2012-07-30,106.31 ,,1624.00 ,2335.79
2012-07-31,105.77 ,,1614.60 ,2332.92
2012-08-01,106.80 ,,1607.30 ,2358.65
2012-08-02,107.65 ,,1590.70 ,2334.88
2012-08-03,109.77 ,,1609.30 ,2353.74
2012-08-06,109.85 ,,1616.20 ,2385.61
2012-08-07,112.58 ,,1612.80 ,2388.87
2012-08-08,113.81 ,,1616.00 ,2389.80
2012-08-09,113.55 ,,1620.20 ,2411.70
2012-08-10,112.96 ,,1622.80 ,2399.75
2012-08-13,113.89 ,,1612.60 ,2351.93
2012-08-14,113.77 ,,1602.40 ,2357.02
2012-08-15,115.29 ,,1606.60 ,2331.62
2012-08-16,116.00 ,,1619.20 ,2319.67
2012-08-17,115.23 ,,1619.40 ,2313.48
2012-08-20,115.10 ,,1623.00 ,2301.79
2012-08-21,116.07 ,,1642.90 ,2313.70
2012-08-22,115.86 ,,1640.50 ,2295.59
2012-08-23,117.53 ,,1672.80 ,2302.20
2012-08-24,115.98 ,,1672.90 ,2275.68
2012-08-27,116.06 ,,1675.60 ,2228.20
2012-08-28,112.60 ,,1669.70 ,2238.41
2012-08-29,112.58 ,,1663.00 ,2214.81
2012-08-30,112.81 ,,1657.10 ,2211.37
2012-08-31,114.40 ,,1687.60 ,2204.87
2012-09-03,115.34 ,,,2228.37
2012-09-04,114.64 ,,1696.00 ,2204.41
2012-09-05,113.18 ,,1694.00 ,2199.88
2012-09-06,114.35 ,,1705.60 ,2217.82
2012-09-07,113.73 ,,1740.50 ,2317.18
2012-09-10,114.04 ,,1731.80 ,2326.67
2012-09-11,114.73 ,,1734.90 ,2311.89
2012-09-12,115.43 ,,1733.70 ,2320.07
2012-09-13,115.95 ,,1772.10 ,2298.46
2012-09-14,117.15 ,,1772.70 ,2315.54
2012-09-17,116.49 ,,1770.60 ,2258.71
2012-09-18,113.13 ,,1771.20 ,2235.24
2012-09-19,108.42 ,,1771.70 ,2246.24
2012-09-20,109.00 ,,1770.20 ,2195.95
2012-09-21,111.19 ,,1778.00 ,2199.06
2012-09-24,108.88 ,,1764.60 ,2215.52
2012-09-25,110.46 ,,1766.40 ,2210.15
2012-09-26,108.83 ,,1753.60 ,2184.89
2012-09-27,111.30 ,,1780.50 ,2251.72
2012-09-28,111.03 ,,1773.90 ,2293.11
2012-10-01,112.28 ,,1783.30 ,
2012-10-02,112.38 ,,1775.60 ,
2012-10-03,109.33 ,,1779.80 ,
2012-10-04,110.77 ,,1796.50 ,
2012-10-05,112.28 ,,1780.80 ,
2012-10-08,112.49 ,,1775.70 ,2270.05
2012-10-09,114.52 ,,1765.00 ,2320.16
2012-10-10,115.94 ,,1765.10 ,2324.12
2012-10-11,116.01 ,,1770.60 ,2302.53
2012-10-12,115.07 ,,1759.70 ,2304.53
2012-10-15,114.72 ,,1737.60 ,2294.86
2012-10-16,114.81 ,,1746.30 ,2298.16
2012-10-17,113.61 ,,1753.00 ,2300.80
2012-10-18,112.23 ,,1744.70 ,2336.08
2012-10-19,111.62 ,,1724.00 ,2332.47
2012-10-22,109.47 ,,1726.30 ,2341.59
2012-10-23,107.32 ,,1709.40 ,2312.08
2012-10-24,107.49 ,,1701.60 ,2307.78
2012-10-25,107.50 ,,1713.00 ,2291.24
2012-10-26,108.85 ,,1711.90 ,2247.91
2012-10-29,109.27 ,,1708.70 ,2235.85
2012-10-30,109.26 ,,1712.10 ,2239.88
2012-10-31,109.72 ,,1719.10 ,2254.82
2012-11-01,109.05 ,,1715.50 ,2297.88
2012-11-02,106.80 ,,1675.20 ,2306.77
2012-11-05,106.05 ,,1683.20 ,2301.88
2012-11-06,109.43 ,,1715.00 ,2292.21
2012-11-07,108.46 ,,1714.00 ,2287.51
2012-11-08,107.34 ,,1726.00 ,2245.41
2012-11-09,108.74 ,,1730.90 ,2240.92
2012-11-12,110.27 ,,1730.90 ,2251.85
2012-11-13,107.90 ,,1724.80 ,2212.44
2012-11-14,108.56 ,,1730.10 ,2223.11
2012-11-15,109.11 ,,1713.80 ,2193.62
2012-11-16,108.16 ,,1714.70 ,2177.24
2012-11-19,111.22 ,,1734.40 ,2174.99
2012-11-20,109.94 ,,1723.60 ,2164.88
2012-11-21,110.30 ,,1728.20 ,2194.90
2012-11-22,110.07 ,,,2177.55
2012-11-23,110.51 ,,1751.40 ,2192.68
2012-11-26,109.89 ,,1749.60 ,2175.60
2012-11-27,109.35 ,,1744.80 ,2150.64
2012-11-28,108.35 ,,1718.80 ,2129.16
2012-11-29,110.38 ,,1729.50 ,2115.68
2012-11-30,110.50 ,,1712.70 ,2139.66
2012-12-03,111.34 ,,1721.10 ,2108.85
2012-12-04,110.11 ,,1695.80 ,2131.47
2012-12-05,109.36 ,,1693.80 ,2207.88
2012-12-06,107.39 ,,1701.80 ,2203.60
2012-12-07,107.18 ,,1705.50 ,2246.76
2012-12-10,108.21 ,,1714.40 ,2271.05
2012-12-11,107.61 ,,1709.60 ,2258.50
2012-12-12,109.79 ,,1717.90 ,2267.77
2012-12-13,109.53 ,,1696.80 ,2242.64
2012-12-14,109.16 ,,1697.00 ,2355.87
2012-12-17,109.65 ,,1698.20 ,2366.70
2012-12-18,110.21 ,,1670.70 ,2368.12
2012-12-19,111.10 ,,1667.70 ,2371.11
2012-12-20,110.49 ,,1645.90 ,2384.82
2012-12-21,108.93 ,,1660.10 ,2372.00
2012-12-24,108.08 ,,1659.50 ,2381.22
2012-12-25,,,,2448.40
2012-12-26,108.08 ,,1660.70 ,2457.62
2012-12-27,109.92 ,,1663.70 ,2444.59
2012-12-28,109.69 ,,1655.90 ,2480.05
2012-12-31,109.99 ,,1675.80 ,2522.95
2013-01-02,113.42 ,,1688.80 ,
2013-01-03,113.84 ,,1674.60 ,
2013-01-04,112.87 ,,1648.90 ,2524.41
2013-01-07,112.57 ,,1646.30 ,2535.99
2013-01-08,113.01 ,,1662.20 ,2525.33
2013-01-09,112.87 ,,1655.50 ,2526.13
2013-01-10,113.27 ,,1678.00 ,2530.57
2013-01-11,110.81 ,,1660.60 ,2483.23
2013-01-14,111.24 ,,1669.40 ,2577.73
2013-01-15,111.69 ,,1683.90 ,2595.86
2013-01-16,110.79 ,,1683.20 ,2577.09
2013-01-17,111.15 ,,1690.80 ,2552.76
2013-01-18,111.85 ,,1687.00 ,2595.44
2013-01-21,112.61 ,,,2610.90
2013-01-22,113.00 ,,1693.20 ,2596.90
2013-01-23,113.74 ,,1686.70 ,2607.46
2013-01-24,114.47 ,,1669.90 ,2582.76
2013-01-25,113.83 ,,1656.60 ,2571.67
2013-01-28,113.67 ,,1655.00 ,2651.86
2013-01-29,115.08 ,,1662.70 ,2675.87
2013-01-30,115.28 ,,1681.60 ,2688.71
2013-01-31,115.73 ,,1662.00 ,2686.88
2013-02-01,116.89 ,,1670.60 ,2743.32
2013-02-04,116.45 ,,1676.40 ,2748.03
2013-02-05,117.01 ,,1673.50 ,2771.68
2013-02-06,116.82 ,,1678.80 ,2775.84
2013-02-07,117.30 ,,1671.30 ,2759.87
2013-02-08,119.00 ,,1666.90 ,2771.73
2013-02-11,118.49 ,,1649.10 ,
2013-02-12,118.01 ,,1649.60 ,
2013-02-13,118.48 ,,1645.10 ,
2013-02-14,118.31 ,,1635.50 ,
2013-02-15,117.47 ,,1609.50 ,
2013-02-18,117.51 ,,,2737.47
2013-02-19,117.18 ,,1604.20 ,2685.61
2013-02-20,116.15 ,,1578.00 ,2702.64
2013-02-21,114.44 ,,1578.60 ,2610.55
2013-02-22,113.74 ,,1572.80 ,2596.60
2013-02-25,114.84 ,,1586.60 ,2604.96
2013-02-26,113.11 ,,1615.50 ,2567.60
2013-02-27,112.41 ,,1595.70 ,2594.68
2013-02-28,112.06 ,,1578.10 ,2673.33
2013-03-01,110.23 ,,1572.30 ,2668.84
2013-03-04,109.76 ,,1572.40 ,2545.72
2013-03-05,110.50 ,,1574.90 ,2622.81
2013-03-06,110.41 ,,1574.90 ,2650.20
2013-03-07,110.55 ,,1575.10 ,2619.48
2013-03-08,108.97 ,,1576.90 ,2606.93
2013-03-11,108.86 ,,1578.00 ,2592.37
2013-03-12,108.66 ,,1591.70 ,2555.62
2013-03-13,107.43 ,,1588.40 ,2527.49
2013-03-14,107.98 ,,1590.70 ,2534.27
2013-03-15,109.32 ,,1592.60 ,2539.87
2013-03-18,108.49 ,,1604.60 ,2502.49
2013-03-19,107.60 ,,1611.30 ,2525.10
2013-03-20,107.09 ,,1607.50 ,2610.17
2013-03-21,106.73 ,,1613.80 ,2614.99
2013-03-22,106.24 ,,1606.10 ,2618.31
2013-03-25,106.20 ,,1606.50 ,2613.10
2013-03-26,106.91 ,,1597.30 ,2575.05
2013-03-27,108.04 ,,1607.20 ,2583.53
2013-03-28,107.39 ,,1595.70 ,2499.30
2013-03-29,,,,2495.08
2013-04-01,,,1600.90 ,2493.19
2013-04-02,109.51 ,,1575.90 ,2486.39
2013-04-03,107.80 ,,1553.50 ,2483.55
2013-04-04,105.16 ,,1552.40 ,
2013-04-05,103.95 ,,1575.90 ,
2013-04-08,103.13 ,,1572.50 ,2472.30
2013-04-09,103.97 ,,1586.70 ,2489.43
2013-04-10,104.66 ,,1558.80 ,2485.31
2013-04-11,103.42 ,,1564.90 ,2477.88
2013-04-12,100.72 ,,1501.40 ,2462.11
2013-04-15,99.27 ,,1361.10 ,2436.82
2013-04-16,97.88 ,,1387.40 ,2459.59
2013-04-17,96.83 ,,1382.70 ,2458.47
2013-04-18,98.08 ,,1392.50 ,2464.85
2013-04-19,98.74 ,,1395.60 ,2533.83
2013-04-22,99.48 ,,1421.20 ,2530.67
2013-04-23,99.08 ,,1408.80 ,2449.47
2013-04-24,100.54 ,,1423.70 ,2495.58
2013-04-25,102.43 ,,1462.00 ,2467.88
2013-04-26,102.43 ,,1453.60 ,2447.31
2013-04-29,102.71 ,,1467.40 ,
2013-04-30,101.46 ,,1472.10 ,
2013-05-01,98.41 ,,1446.20 ,
2013-05-02,100.29 ,,1467.60 ,2449.64
2013-05-03,104.72 ,,1464.20 ,2492.91
2013-05-06,105.50 ,,1468.00 ,2525.98
2013-05-07,105.50 ,,1448.80 ,2529.94
2013-05-08,103.67 ,,1473.70 ,2542.80
2013-05-09,103.47 ,,1468.60 ,2527.79
2013-05-10,101.27 ,,1436.60 ,2540.84
2013-05-13,102.10 ,,1434.30 ,2530.77
2013-05-14,102.64 ,,1424.50 ,2493.34
2013-05-15,101.68 ,,1396.20 ,2506.93
2013-05-16,104.36 ,,1386.90 ,2552.71
2013-05-17,104.10 ,,1364.70 ,2592.05
2013-05-20,104.50 ,,1384.10 ,2609.61
2013-05-21,103.01 ,,1377.60 ,2614.85
2013-05-22,102.25 ,,1367.40 ,2618.03
2013-05-23,100.56 ,,1391.80 ,2582.85
2013-05-24,101.21 ,,1386.60 ,2597.23
2013-05-27,,,,2599.59
2013-05-28,103.90 ,,1379.70 ,2644.36
2013-05-29,102.38 ,,1391.80 ,2642.56
2013-05-30,101.83 ,,1412.00 ,2634.32
2013-05-31,101.56 ,,1393.00 ,2606.43
2013-06-03,101.61 ,,1411.90 ,2602.62
2013-06-04,102.20 ,,1397.20 ,2565.67
2013-06-05,103.66 ,,1398.50 ,2560.54
2013-06-06,103.30 ,,1415.80 ,2527.85
2013-06-07,104.03 ,,1383.00 ,2484.16
2013-06-10,103.33 ,,1386.00 ,
2013-06-11,101.52 ,,1377.00 ,
2013-06-12,103.14 ,,1392.00 ,
2013-06-13,103.38 ,,1377.80 ,2399.94
2013-06-14,105.58 ,,1387.60 ,2416.77
2013-06-17,105.70 ,,1383.10 ,2403.84
2013-06-18,105.09 ,,1366.90 ,2418.75
2013-06-19,105.52 ,,1374.00 ,2400.77
2013-06-20,102.72 ,,1286.20 ,2321.47
2013-06-21,100.32 ,,1292.00 ,2317.39
2013-06-24,99.74 ,,1277.10 ,2171.21
2013-06-25,101.58 ,,1275.10 ,2165.42
2013-06-26,100.49 ,,1229.80 ,2168.30
2013-06-27,102.94 ,,1211.60 ,2160.74
2013-06-28,102.46 ,,1223.70 ,2200.64
2013-07-01,103.29 ,,1255.70 ,2213.32
2013-07-02,104.01 ,,1243.40 ,2221.98
2013-07-03,106.21 ,,1251.90 ,2203.83
2013-07-04,105.65 ,,,2221.98
2013-07-05,107.32 ,,1212.70 ,2226.85
2013-07-08,108.02 ,,1234.90 ,2163.62
2013-07-09,107.92 ,,1245.90 ,2162.67
2013-07-10,108.47 ,,1247.40 ,2224.07
2013-07-11,108.27 ,,1279.90 ,2326.69
2013-07-12,109.00 ,,1277.60 ,2275.37
2013-07-15,109.47 ,,1283.50 ,2307.30
2013-07-16,109.45 ,,1290.40 ,2317.85
2013-07-17,109.78 ,,1278.80 ,2282.84
2013-07-18,109.69 ,,1285.50 ,2245.33
2013-07-19,109.51 ,,1294.00 ,2190.48
2013-07-22,109.12 ,,1337.30 ,2202.19
2013-07-23,109.40 ,,1335.20 ,2265.85
2013-07-24,108.31 ,,1320.10 ,2249.15
2013-07-25,108.34 ,,1329.50 ,2237.68
2013-07-26,107.88 ,,1321.90 ,2224.01
2013-07-29,108.41 ,,1329.60 ,2175.97
2013-07-30,107.63 ,,1324.80 ,2189.39
2013-07-31,107.83 ,,1313.00 ,2193.02
2013-08-01,107.83 ,,1311.20 ,2245.36
2013-08-02,109.74 ,,1310.50 ,2247.26
2013-08-05,110.02 ,,1302.40 ,2278.33
2013-08-06,108.89 ,,1282.50 ,2293.64
2013-08-07,108.46 ,,1285.30 ,2280.62
2013-08-08,107.50 ,,1309.90 ,2276.78
2013-08-09,108.55 ,,1312.20 ,2286.01
2013-08-12,109.17 ,,1334.20 ,2352.79
2013-08-13,110.66 ,,1320.50 ,2359.07
2013-08-14,110.70 ,,1333.40 ,2349.08
2013-08-15,111.85 ,,1360.90 ,2321.58
2013-08-16,112.10 ,,1371.00 ,2304.14
2013-08-19,111.47 ,,1365.70 ,2331.43
2013-08-20,111.07 ,,1372.60 ,2312.47
2013-08-21,110.68 ,,1370.10 ,2308.59
2013-08-22,110.55 ,,1370.80 ,2303.93
2013-08-23,111.49 ,,1395.80 ,2286.93
2013-08-26,,,1393.10 ,2335.62
2013-08-27,115.17 ,,1420.20 ,2340.88
2013-08-28,116.07 ,,1418.80 ,2328.06
2013-08-29,116.70 ,,1412.90 ,2318.31
2013-08-30,115.38 ,,1396.10 ,2313.91
2013-09-02,114.61 ,,,2320.34
2013-09-03,115.57 ,,1412.00 ,2354.50
2013-09-04,115.73 ,,1390.00 ,2350.70
2013-09-05,115.57 ,,1373.00 ,2341.74
2013-09-06,117.12 ,,1386.50 ,2357.78
2013-09-09,115.43 ,,1386.70 ,2440.61
2013-09-10,112.14 ,,1364.00 ,2474.89
2013-09-11,112.45 ,,1363.80 ,2482.89
2013-09-12,112.63 ,,1330.60 ,2507.46
2013-09-13,113.04 ,,1308.60 ,2488.90
2013-09-16,111.76 ,,1317.80 ,2478.39
2013-09-17,110.11 ,,1309.40 ,2427.32
2013-09-18,109.98 ,,1307.60 ,2432.51
2013-09-19,110.90 ,,1369.30 ,
2013-09-20,110.11 ,,1332.50 ,
2013-09-23,110.11 ,,1327.00 ,2472.29
2013-09-24,107.79 ,,1316.30 ,2443.89
2013-09-25,109.62 ,,1336.20 ,2429.03
2013-09-26,108.88 ,,1324.10 ,2384.44
2013-09-27,109.25 ,,1339.20 ,2394.97
2013-09-30,108.08 ,,1327.00 ,2409.04
2013-10-01,107.40 ,,1286.10 ,
2013-10-02,109.16 ,,1320.70 ,
2013-10-03,109.38 ,,1317.60 ,
2013-10-04,109.50 ,,1309.90 ,
2013-10-07,109.90 ,,1325.10 ,
2013-10-08,110.73 ,,1324.60 ,2441.81
2013-10-09,109.08 ,,1307.20 ,2453.58
2013-10-10,111.52 ,,1296.90 ,2429.32
2013-10-11,110.65 ,,1268.20 ,2468.51
2013-10-14,110.11 ,,1276.60 ,2472.54
2013-10-15,110.17 ,,1273.20 ,2467.52
2013-10-16,110.73 ,,1282.30 ,2421.37
2013-10-17,109.49 ,,1323.00 ,2413.33
2013-10-18,109.51 ,,1314.60 ,2426.05
2013-10-21,109.49 ,,1315.80 ,2471.32
2013-10-22,109.09 ,,1342.60 ,2445.89
2013-10-23,107.75 ,,1334.00 ,2418.49
2013-10-24,106.66 ,,1350.30 ,2400.51
2013-10-25,105.83 ,,1352.50 ,2368.56
2013-10-28,107.89 ,,1352.20 ,2365.95
2013-10-29,108.05 ,,1345.50 ,2372.05
2013-10-30,108.41 ,,1349.30 ,2407.47
2013-10-31,107.47 ,,1323.70 ,2373.72
2013-11-01,105.75 ,,1313.20 ,2384.96
2013-11-04,105.02 ,,1314.70 ,2380.45
2013-11-05,106.17 ,,1308.10 ,2383.77
2013-11-06,105.51 ,,1317.80 ,2353.57
2013-11-07,103.19 ,,1308.50 ,2340.55
2013-11-08,104.25 ,,1284.60 ,2307.95
2013-11-11,105.61 ,,1281.10 ,2315.89
2013-11-12,106.21 ,,1271.20 ,2340.00
2013-11-13,106.90 ,,1268.40 ,2288.12
2013-11-14,108.29 ,,1286.30 ,2304.50
2013-11-15,108.23 ,,1287.40 ,2350.73
2013-11-18,108.64 ,,1272.30 ,2428.90
2013-11-19,108.25 ,,1273.50 ,2412.16
2013-11-20,108.36 ,,1258.00 ,2424.85
2013-11-21,109.88 ,,1243.60 ,2409.99
2013-11-22,111.44 ,,1244.10 ,2397.96
2013-11-25,111.08 ,,1241.60 ,2388.63
2013-11-26,112.11 ,,1241.50 ,2387.42
2013-11-27,111.31 ,,1237.90 ,2414.48
2013-11-28,111.28 ,,,2439.53
2013-11-29,110.87 ,,1250.40 ,2438.94
2013-12-02,110.87 ,,1221.90 ,2418.79
2013-12-03,113.17 ,,1220.80 ,2442.78
2013-12-04,113.37 ,,1247.20 ,2475.14
2013-12-05,112.20 ,,1231.90 ,2468.20
